n,type,load,elast
11890,"D",40.0442,-.1993358
11891,"D",40.54567,-.1575627
11892,"D",36.433,-.1613161
11893,"D",41.53485,-.1943167
11894,"D",36.46652,-.1846695
11895,"D",37.13489,-.2834144
11896,"D",40.42287,-.1901986
11897,"D",41.8981,-.1670789
11898,"D",40.58285,-.2419748
11899,"D",41.90463,-.2033343
11900,"D",37.3175,-.1762616
11901,"D",37.38601,-.202019
11902,"D",39.0831,-.2268938
11903,"D",41.40317,-.1462245
11904,"D",36.7132,-.2348329
11905,"D",39.799,-.2495482
11906,"D",39.092,-.2375013
11907,"D",40.78839,-.19538
11908,"D",41.66391,-.2316334
11909,"D",40.83236,-.1493733
11910,"D",36.21383,-.2536103
11911,"D",42.26154,-.1052603
11912,"D",40.51523,-.1425833
11913,"D",40.43373,-.2021542
11914,"D",40.68908,-.2357701
11915,"D",37.74701,-.178885
11916,"D",41.61589,-.1879751
11917,"D",39.55195,-.1506324
11918,"D",39.46642,-.1751516
11919,"D",38.37211,-.2400587
11920,"D",39.30805,-.1749981
11921,"D",36.86127,-.3130783
11922,"D",38.92674,-.148461
11923,"D",41.07469,-.1474511
11924,"D",39.7346,-.2546467
11925,"D",39.66563,-.2474813
11926,"D",38.43158,-.3368168
11927,"D",41.09407,-.1689782
11928,"D",43.77794,-.1892463
11929,"D",41.23452,-.2521663
11930,"D",37.97926,-.0977899
11931,"D",37.45663,-.1841337
11932,"D",42.12072,-.212664
11933,"D",38.41912,-.1743132
11934,"D",41.96984,-.1877088
11935,"D",42.18518,-.2130989
11936,"D",39.71633,-.2262947
11937,"D",38.28331,-.2687596
11938,"D",41.15906,-.1080156
11939,"D",38.09143,-.1984322
11940,"D",41.81617,-.2231838
11941,"D",41.28236,-.1677478
11942,"D",41.50947,-.1786211
11943,"D",38.62831,-.1966188
11944,"D",41.39155,-.1524071
11945,"D",41.55465,-.1913621
11946,"D",40.12373,-.1777942
11947,"D",41.61641,-.2253162
11948,"D",42.20643,-.1530831
11949,"D",39.34728,-.2857612
11950,"D",43.51899,-.183004
11951,"D",38.498,-.181318
11952,"D",44.27713,-.2505156
11953,"D",38.7753,-.2781201
11954,"D",40.52477,-.178606
11955,"D",38.0073,-.2688903
11956,"D",39.35108,-.2155515
11957,"D",39.83941,-.1269261
11958,"D",42.10911,-.209394
11959,"D",39.79189,-.2485893
11960,"D",40.32964,-.1714187
11961,"D",36.63618,-.1926583
11962,"D",40.42865,-.1558036
11963,"D",39.16883,-.1812386
11964,"D",38.19296,-.2322588
11965,"D",41.01404,-.1820191
11966,"D",42.85251,-.0905007
11967,"D",38.85156,-.1977015
11968,"D",41.4919,-.0764833
11969,"D",41.16204,-.2013453
11970,"D",40.46547,-.1987657
11971,"D",37.57664,-.2545335
11972,"D",38.46737,-.259593
11973,"D",42.38012,-.1378884
11974,"D",39.97073,-.1269486
11975,"D",40.486,-.1836228
11976,"D",41.49888,-.1516468
11977,"D",40.706,-.2306665
11978,"D",38.87689,-.2030642
11979,"D",39.40237,-.1794045
11980,"D",40.85365,-.1767434
11981,"D",40.63995,-.1790573
11982,"D",42.90337,-.2093824
11983,"D",41.61196,-.2228495
11984,"D",40.47414,-.1333366
11985,"D",42.84028,-.1889158
11986,"D",38.75013,-.2266984
11987,"D",39.3808,-.1913729
11988,"D",38.9057,-.1431953
11989,"D",39.83319,-.2477833
11990,"D",42.25962,-.0757343
11991,"D",41.61631,-.1734098
11992,"D",44.04912,-.1214143
11993,"D",39.98514,-.2477822
11994,"D",37.24767,-.2734886
11995,"D",39.95457,-.2367984
11996,"D",42.4647,-.1698514
11997,"D",38.2576,-.2246077
11998,"D",41.15734,-.2263766
11999,"D",39.98017,-.1976121
12000,"D",42.07017,-.1145261
12001,"D",39.43568,-.2523485
12002,"D",37.86416,-.2139189
12003,"D",42.34329,-.2225891
12004,"D",37.57627,-.214566
12005,"D",42.54678,-.156378
12006,"D",40.17335,-.1811699
12007,"D",43.38565,-.2078616
12008,"D",36.90787,-.2315602
12009,"D",39.81907,-.2590763
12010,"D",41.75352,-.1663281
12011,"D",39.66977,-.2177184
12012,"D",39.58673,-.2888202
12013,"D",39.13144,-.1959528
12014,"D",38.05575,-.1984323
12015,"D",38.06149,-.2491964
12016,"D",39.56574,-.2846589
12017,"D",42.07342,-.1609475
12018,"D",38.04841,-.2169924
12019,"D",43.58603,-.1044334
12020,"D",40.70469,-.2159633
12021,"D",38.23229,-.2697386
12022,"D",42.99676,-.1767383
12023,"D",40.6313,-.1985337
12024,"D",38.99859,-.1784202
12025,"D",39.1711,-.1825632
12026,"D",39.70678,-.2134759
12027,"D",40.21822,-.1681974
12028,"D",40.86182,-.1810898
12029,"D",39.24414,-.1251238
12030,"D",40.51475,-.1718741
12031,"D",37.77406,-.2721464
12032,"D",40.81916,-.1349923
12033,"D",37.44979,-.1802252
12034,"D",39.18307,-.2387298
12035,"D",43.0764,-.1511626
12036,"D",38.83556,-.1508265
12037,"D",36.63908,-.2228473
12038,"D",39.29663,-.2791874
12039,"D",40.21027,-.2310112
12040,"D",42.22195,-.1249912
12041,"D",37.10743,-.1992069
12042,"D",40.13196,-.194979
12043,"D",41.58521,-.172052
12044,"D",39.38305,-.2639388
12045,"D",44.62248,-.1353675
12046,"D",40.51581,-.1658565
12047,"D",43.05603,-.1467265
12048,"D",40.24804,-.2269166
12049,"D",39.61953,-.2252886
12050,"D",43.41825,-.1194778
12051,"D",39.50489,-.2573398
12052,"D",43.12284,-.1961074
12053,"D",41.14589,-.0922908
12054,"D",43.64011,-.1621427
12055,"D",39.02731,-.1451238
12056,"D",41.10217,-.1695532
12057,"D",39.67064,-.2742636
12058,"D",39.998,-.1384771
12059,"D",37.90551,-.2132762
12060,"D",40.02192,-.215379
12061,"D",43.90512,-.1563375
12062,"D",40.59696,-.2239057
12063,"D",39.66917,-.2078974
12064,"D",37.30733,-.2015461
12065,"D",40.17801,-.276767
12066,"D",38.08133,-.1908144
12067,"D",40.8064,-.2007946
12068,"D",39.79362,-.2424739
12069,"D",40.74184,-.1774427
12070,"D",40.42685,-.2210856
12071,"D",38.11168,-.316652
12072,"D",35.47376,-.3262955
12073,"D",41.70252,-.2595204
12074,"D",37.49633,-.2523822
12075,"D",40.58211,-.2375754
12076,"D",40.08038,-.2132344
12077,"D",41.23992,-.1472251
12078,"D",39.67001,-.2451703
12079,"D",42.21199,-.1857011
12080,"D",37.74149,-.1811195
12081,"D",42.87979,-.2593643
12082,"D",38.41747,-.1622363
12083,"D",40.17048,-.2102883
12084,"D",39.80121,-.27548
12085,"D",41.81463,-.2847613
12086,"D",38.05734,-.1591008
12087,"D",40.27152,-.1607047
12088,"D",41.16244,-.1852547
12089,"D",40.59391,-.174247
12090,"D",42.03262,-.1788542
12091,"D",38.92348,-.2385858
12092,"D",41.10184,-.2259307
12093,"D",38.13739,-.1865772
12094,"D",39.86325,-.2165904
12095,"D",38.17289,-.1878178
12096,"D",39.37685,-.1841479
12097,"D",40.83591,-.1506932
12098,"D",39.10825,-.2037874
12099,"D",38.70618,-.1730716
12100,"D",40.03043,-.1538155
12101,"D",41.84951,-.2148906
12102,"D",38.84328,-.2686173
12103,"D",37.66183,-.1933502
12104,"D",39.03881,-.2912766
12105,"D",41.09023,-.2215964
12106,"D",37.46935,-.326911
12107,"D",40.16793,-.2597169
12108,"D",42.72628,-.100223
12109,"D",41.42392,-.2458037
12110,"D",37.8902,-.1637848
12111,"D",39.4955,-.2509963
12112,"D",39.39295,-.1829174
12113,"D",38.12972,-.2090086
12114,"D",41.0639,-.240314
12115,"D",39.00282,-.1742653
12116,"D",37.85782,-.2226309
12117,"D",38.4726,-.2150248
12118,"D",35.32143,-.2300118
12119,"D",41.32259,-.1915969
12120,"D",40.45337,-.1782942
12121,"D",39.48264,-.2361764
12122,"D",41.46154,-.1615874
12123,"D",39.28894,-.1419587
12124,"D",41.27815,-.2376406
12125,"D",43.93852,-.1815521
12126,"D",39.56362,-.1527827
12127,"D",39.04514,-.1886341
12128,"D",41.77262,-.2261735
12129,"D",40.51165,-.1460804
12130,"D",42.05888,-.1538016
12131,"D",38.04213,-.2290964
12132,"D",41.34166,-.1585063
12133,"D",40.27044,-.2374634
12134,"D",40.51621,-.177793
12135,"D",38.85061,-.1878603
12136,"D",40.39594,-.2198061
12137,"D",36.07307,-.2426428
12138,"D",41.28233,-.1994394
12139,"D",40.23207,-.1378008
12140,"D",37.78711,-.2441967
12141,"D",39.2349,-.2194786
12142,"D",38.97102,-.1292093
12143,"D",41.83869,-.1895795
12144,"D",42.03557,-.1502586
12145,"D",36.86257,-.2036494
12146,"D",37.90882,-.3366165
12147,"D",39.63821,-.1840177
12148,"D",40.29548,-.2891289
12149,"D",38.78878,-.1798373
12150,"D",40.66361,-.1570596
12151,"D",39.01811,-.1794545
12152,"D",38.62725,-.2561497
12153,"D",42.1802,-.1635555
12154,"D",40.69276,-.1079195
12155,"D",44.70007,-.1118079
12156,"D",43.61321,-.1126808
12157,"D",43.64737,-.1562376
12158,"D",41.13774,-.1508202
12159,"D",39.8476,-.1290718
12160,"D",38.20697,-.2955255
12161,"D",39.30773,-.1689194
12162,"D",39.82075,-.2302154
12163,"D",40.02108,-.2194159
12164,"D",44.7146,-.1040249
12165,"D",40.20278,-.2265307
12166,"D",40.35518,-.1700879
12167,"D",40.44038,-.1476045
12168,"D",37.60271,-.2211786
12169,"D",40.32002,-.2255702
12170,"D",40.22542,-.179968
12171,"D",38.33095,-.2072813
12172,"D",38.10081,-.2434513
12173,"D",36.71986,-.2503487
12174,"D",39.36949,-.229533
12175,"D",36.12983,-.2906365
12176,"D",41.51561,-.1360613
12177,"D",39.01907,-.1922169
12178,"D",38.18721,-.1792639
12179,"D",36.92935,-.2526906
12180,"D",39.18197,-.2135248
12181,"D",40.13104,-.2164786
12182,"D",41.63956,-.1317549
12183,"D",40.98566,-.2769107
12184,"D",42.24551,-.1346372
12185,"D",41.9695,-.1196727
12186,"D",40.60546,-.1971253
12187,"D",39.8833,-.140223
12188,"D",37.48835,-.1943705
12189,"D",34.66328,-.3072591
12190,"D",43.72993,-.1324176
12191,"D",42.1657,-.2311355
12192,"D",41.36218,-.1554319
12193,"D",40.30473,-.2465094
12194,"D",41.37565,-.2218642
12195,"D",43.8432,-.0815208
12196,"D",38.9856,-.2352223
12197,"D",40.19289,-.2192797
12198,"D",37.84009,-.2126337
12199,"D",39.14542,-.163762
12200,"D",42.74222,-.2145051
12201,"D",41.15933,-.1516136
12202,"D",40.82421,-.2421355
12203,"D",37.83884,-.2714847
12204,"D",37.66209,-.2269391
12205,"D",41.27741,-.1722317
12206,"D",38.18902,-.205581
12207,"D",43.03853,-.0726689
12208,"D",42.31187,-.1778862
12209,"D",40.37703,-.1422052
12210,"D",35.43138,-.1782083
12211,"D",40.65059,-.2021476
12212,"D",41.33475,-.1996081
12213,"D",35.47625,-.3172627
12214,"D",37.92575,-.1265775
12215,"D",40.75127,-.2349964
12216,"D",41.85854,-.2118775
12217,"D",42.5625,-.1680436
12218,"D",41.04091,-.1564551
12219,"D",37.67489,-.1998382
12220,"D",41.16034,-.2304571
12221,"D",39.85492,-.2772357
12222,"D",42.74181,-.2483053
12223,"D",40.57891,-.1971823
12224,"D",41.11637,-.2196246
12225,"D",41.91252,-.1750838
12226,"D",38.511,-.2751967
12227,"D",39.96096,-.23756
12228,"D",39.15652,-.2545003
12229,"D",40.62289,-.2347614
12230,"D",40.77085,-.1530897
12231,"D",37.13519,-.2635837
12232,"D",43.01623,-.1250743
12233,"D",41.06147,-.2707527
12234,"D",40.29232,-.1927767
12235,"D",45.13984,-.0947013
12236,"D",40.59072,-.2044793
12237,"D",40.19781,-.1448587
12238,"D",42.26686,-.2339084
12239,"D",39.56274,-.2361882
12240,"D",37.34774,-.2087009
12241,"D",43.26216,-.1657062
12242,"D",39.6359,-.262557
12243,"D",41.41505,-.2093364
12244,"D",40.229,-.186039
12245,"D",40.40215,-.2259774
12246,"D",40.15192,-.1742277
12247,"D",38.63374,-.2611215
12248,"D",39.95922,-.2088439
12249,"D",40.51804,-.2043622
12250,"D",44.60133,-.1519467
12251,"D",38.13627,-.2420557
12252,"D",41.51233,-.2636646
12253,"D",39.22612,-.2474812
12254,"D",39.3343,-.2136095
12255,"D",43.9903,-.1941123
12256,"D",38.36198,-.3369132
12257,"D",40.52344,-.2226356
12258,"D",41.81845,-.1773082
12259,"D",38.98645,-.219474
12260,"D",39.55037,-.1836884
12261,"D",37.56441,-.2989825
12262,"D",37.25394,-.2119155
12263,"D",40.77818,-.096374
12264,"D",40.17012,-.1768856
12265,"D",38.06476,-.2286124
12266,"D",37.62503,-.2275359
12267,"D",38.29171,-.3205796
12268,"D",41.69257,-.2382589
12269,"D",38.51564,-.1990179
12270,"D",40.12516,-.0585737
12271,"D",39.98719,-.114573
12272,"D",37.84102,-.2910858
12273,"D",36.48719,-.2617724
12274,"D",43.51056,-.16519
12275,"D",37.4831,-.2599773
12276,"D",41.31426,-.1069776
12277,"D",38.16294,-.2397906
12278,"D",38.53077,-.2688184
12279,"D",37.96094,-.1453971
12280,"D",40.17735,-.2294435
12281,"D",36.87687,-.2225876
12282,"D",42.04456,-.2041207
12283,"D",38.61951,-.207349
12284,"D",41.8257,-.1610013
12285,"D",41.68546,-.1252197
12286,"D",38.12642,-.2146585
12287,"D",39.65643,-.1415601
12288,"D",39.24776,-.120343
12289,"D",36.54776,-.2171428
12290,"D",37.23124,-.2229325
12291,"D",38.27712,-.2151817
12292,"D",38.70529,-.1327991
12293,"D",34.79561,-.227893
12294,"D",40.86032,-.1779136
12295,"D",40.25583,-.1560481
12296,"D",43.37169,-.2358765
12297,"D",36.38322,-.2631944
12298,"D",40.70325,-.2479826
12299,"D",38.40061,-.2607614
12300,"D",41.17134,-.1480153
12301,"D",37.41698,-.2501476
12302,"D",38.72731,-.2654978
12303,"D",40.56593,-.2114914
12304,"D",42.00989,-.1770974
12305,"D",39.95732,-.2276827
12306,"D",39.44352,-.1432261
12307,"D",39.81315,-.2089214
12308,"D",37.41122,-.3156084
12309,"D",39.6234,-.2655619
12310,"D",39.20862,-.2193616
12311,"D",39.89692,-.1800718
12312,"D",41.12641,-.1920878
12313,"D",43.04766,-.0878239
12314,"D",40.65238,-.2685331
12315,"D",37.4375,-.2025025
12316,"D",43.25798,-.1846243
12317,"D",41.19066,-.1831806
12318,"D",38.20762,-.2257064
12319,"D",38.84906,-.1279536
12320,"D",41.70911,-.1914862
12321,"D",37.24982,-.2219978
12322,"D",36.99797,-.2800317
12323,"D",46.31256,-.1010358
12324,"D",42.17051,-.1867083
12325,"D",38.69696,-.1415264
12326,"D",38.76218,-.2629453
12327,"D",39.81288,-.2454838
12328,"D",42.21344,-.1846355
12329,"D",41.21362,-.185044
12330,"D",39.53275,-.241122
12331,"D",42.57557,-.1713303
12332,"D",36.79625,-.1591045
12333,"D",37.75502,-.1799856
12334,"D",36.65533,-.2671777
12335,"D",40.56446,-.2341407
12336,"D",40.76861,-.2097465
12337,"D",40.87352,-.1842036
12338,"D",39.14326,-.260745
12339,"D",42.62786,-.2277256
12340,"D",37.25884,-.2066106
12341,"D",40.01566,-.1629261
12342,"D",39.86479,-.22213
12343,"D",39.47898,-.2472838
12344,"D",43.59459,-.1803043
12345,"D",36.99245,-.2545505
12346,"D",38.08192,-.243499
12347,"D",41.04902,-.1939772
12348,"D",42.79462,-.159747
12349,"D",33.79894,-.2561344
12350,"D",41.18296,-.1791258
12351,"D",37.2472,-.3039531
12352,"D",43.58823,-.0779177
12353,"D",43.29184,-.1903767
12354,"D",38.82064,-.1744554
12355,"D",36.68806,-.2494801
12356,"D",39.09907,-.2718275
12357,"D",43.30083,-.2235134
12358,"D",36.48317,-.2898705
12359,"D",37.19543,-.1759268
12360,"D",39.71871,-.2563264
12361,"D",38.80993,-.1699835
12362,"D",39.48589,-.2146769
12363,"D",40.23532,-.2177063
12364,"D",40.48843,-.2733544
12365,"D",39.90895,-.2300028
12366,"D",39.36174,-.2287919
12367,"D",37.92814,-.2522765
12368,"D",40.09376,-.263976
12369,"D",42.5209,-.1526653
12370,"D",38.58195,-.2187368
12371,"D",40.83904,-.2701195
12372,"D",39.05693,-.1993655
12373,"D",41.1669,-.1708122
12374,"D",42.55951,-.228912
12375,"D",40.93316,-.1533625
12376,"D",38.4622,-.229302
12377,"D",38.44168,-.2771481
12378,"D",40.46776,-.18461
12379,"D",41.44308,-.1632514
12380,"D",39.81809,-.2849205
12381,"D",40.14647,-.2054746
12382,"D",38.07064,-.2352459
12383,"D",38.78504,-.1803323
12384,"D",44.10477,-.1970554
12385,"D",39.98198,-.1975298
12386,"D",35.68512,-.1613046
12387,"D",41.21228,-.2202734
12388,"D",38.49142,-.2954441
12389,"D",40.25844,-.1502545
12390,"D",41.6437,-.1886147
12391,"D",39.90701,-.1743145
12392,"D",36.64514,-.2483657
12393,"D",37.53306,-.2921031
12394,"D",38.50624,-.1446527
12395,"D",39.40399,-.2717513
12396,"D",36.67767,-.2259499
12397,"D",39.27497,-.1688597
12398,"D",39.85596,-.202022
12399,"D",40.57134,-.2512743
12400,"D",38.12645,-.1988407
12401,"D",39.84095,-.2228125
12402,"D",41.92886,-.2178744
12403,"D",39.05074,-.1463715
12404,"D",40.87392,-.1761592
12405,"D",40.8335,-.1752888
12406,"D",40.28269,-.1468159
12407,"D",38.63489,-.1848073
12408,"D",41.59093,-.0733228
12409,"D",35.26216,-.2245212
12410,"D",36.63253,-.3070733
12411,"D",42.86108,-.143204
12412,"D",40.93928,-.2155227
12413,"D",40.00918,-.1925103
12414,"D",43.31527,-.0930207
12415,"D",40.92827,-.1808631
12416,"D",40.79342,-.21112
12417,"D",42.20102,-.1946095
12418,"D",39.59386,-.2216152
12419,"D",41.25033,-.2021295
12420,"D",40.9087,-.1431435
12421,"D",37.66859,-.1911744
12422,"D",41.30577,-.2381495
12423,"D",37.00278,-.377872
12424,"D",39.17099,-.2547303
12425,"D",43.69369,-.0765265
12426,"D",41.2081,-.2290694
12427,"D",42.46027,-.2029701
12428,"D",39.00798,-.1485756
12429,"D",39.67933,-.1943197
12430,"D",36.72757,-.2053114
12431,"D",41.39978,-.1900994
12432,"D",40.04152,-.225281
12433,"D",42.63358,-.1927835
12434,"D",37.80236,-.2449144
12435,"D",41.1671,-.0659756
12436,"D",41.11197,-.1729259
12437,"D",39.91883,-.2411731
12438,"D",44.04523,-.2217095
12439,"D",42.39462,-.1107453
12440,"D",42.53877,-.1645908
12441,"D",38.97525,-.100572
12442,"D",40.55846,-.2233475
12443,"D",40.41093,-.2022019
12444,"D",39.21339,-.259726
12445,"D",40.72371,-.1313788
12446,"D",38.45008,-.230692
12447,"D",40.04819,-.2247706
12448,"D",38.75747,-.2903061
12449,"D",41.29407,-.1724319
12450,"D",40.06269,-.2687698
12451,"D",42.08289,-.1362805
12452,"D",38.5761,-.1492444
12453,"D",42.43201,-.1612019
12454,"D",41.22408,-.2076269
12455,"D",41.27273,-.1901354
12456,"D",42.17183,-.139907
12457,"D",39.81654,-.2219666
12458,"D",41.01999,-.1969751
12459,"D",43.01885,-.142994
12460,"D",41.63683,-.2217976
12461,"D",40.22602,-.2520502
12462,"D",38.19511,-.2823399
12463,"D",42.28765,-.1883148
12464,"D",38.52499,-.2095483
12465,"D",43.38673,-.2573049
12466,"D",42.89163,-.1502704
12467,"D",39.49156,-.2067099
12468,"D",38.86179,-.2556883
12469,"D",37.96711,-.1876436
12470,"D",40.83904,-.2122263
12471,"D",39.30442,-.2488649
12472,"D",40.26982,-.1669168
12473,"D",43.97343,-.1930616
12474,"D",37.98645,-.2318895
12475,"D",42.16876,-.1127822
12476,"D",43.33084,-.130747
12477,"D",37.75718,-.1862081
12478,"D",40.43724,-.2174156
12479,"D",43.57102,-.0959997
12480,"D",43.77517,-.1507139
12481,"D",40.20061,-.1680008
12482,"D",38.83507,-.2423107
12483,"D",39.39781,-.2130742
12484,"D",40.19441,-.1762092
12485,"D",42.58191,-.1980721
12486,"D",41.88158,-.245296
12487,"D",41.15521,-.1562619
12488,"D",41.38532,-.1750024
12489,"D",40.0521,-.2342318
12490,"D",39.34707,-.1995497
12491,"D",36.76638,-.201442
12492,"D",40.67251,-.1528634
12493,"D",41.07071,-.1834758
12494,"D",43.38512,-.2348136
12495,"D",38.41863,-.1901194
12496,"D",38.74688,-.1766964
12497,"D",41.54364,-.1565801
12498,"D",41.12143,-.1361744
12499,"D",36.99549,-.1992372
12500,"D",36.95018,-.2591799
12501,"D",37.70451,-.1360061
12502,"D",39.4197,-.1299957
12503,"D",41.76832,-.151816
12504,"D",38.40653,-.2788603
12505,"D",45.50338,-.0988444
12506,"D",37.68449,-.1957572
12507,"D",40.76908,-.1859848
12508,"D",38.99943,-.2897778
12509,"D",38.32334,-.2709805
12510,"D",38.24868,-.2083874
12511,"D",39.19289,-.2283577
12512,"D",39.42274,-.1632577
12513,"D",39.82378,-.1851874
12514,"D",44.28937,-.1119799
12515,"D",38.94593,-.1745813
12516,"D",40.05027,-.2070334
12517,"D",40.47849,-.2411349
12518,"D",39.74191,-.2037901
12519,"D",40.15808,-.1792212
12520,"D",39.02221,-.2031938
12521,"D",43.75588,-.1128152
12522,"D",37.18234,-.2307874
12523,"D",37.25982,-.1758433
12524,"D",42.15445,-.0848432
12525,"D",41.89908,-.2087493
12526,"D",44.0633,-.1774568
12527,"D",37.86007,-.1268477
12528,"D",39.55026,-.1924397
12529,"D",41.8078,-.1114801
12530,"D",42.8754,-.2241788
12531,"D",39.5915,-.2141215
12532,"D",39.34969,-.1392349
12533,"D",38.42611,-.3188608
12534,"D",38.80687,-.2524457
12535,"D",41.27674,-.2898957
12536,"D",40.91306,-.1578573
12537,"D",39.03544,-.2207339
12538,"D",39.94356,-.1408524
12539,"D",37.72241,-.2046638
12540,"D",39.09127,-.2057778
12541,"D",38.81137,-.2142907
12542,"D",42.30975,-.2412101
12543,"D",38.40746,-.1276795
12544,"D",40.01406,-.1532872
12545,"D",41.87469,-.1085739
12546,"D",41.54543,-.189158
12547,"D",38.46203,-.2122925
12548,"D",39.99778,-.2204596
12549,"D",39.94096,-.2259697
12550,"D",43.19642,-.1743336
12551,"D",38.56883,-.1706552
12552,"D",38.83169,-.2612253
12553,"D",40.7911,-.2205462
12554,"D",41.30283,-.1628732
12555,"D",39.77757,-.2646956
12556,"D",42.8532,-.1811235
12557,"D",39.29229,-.2236282
12558,"D",42.94445,-.1110303
12559,"D",40.67423,-.2535937
12560,"D",38.51524,-.2753038
12561,"D",39.23867,-.1925883
12562,"D",41.91878,-.1875724
12563,"D",36.20352,-.2294654
12564,"D",40.09356,-.1984513
12565,"D",42.5323,-.1605007
12566,"D",37.4071,-.2503285
12567,"D",41.92455,-.1906379
12568,"D",40.04807,-.1402285
12569,"D",40.89594,-.237009
12570,"D",40.38669,-.2399822
12571,"D",41.54579,-.1788393
12572,"D",41.34256,-.1990995
12573,"D",41.43702,-.1920719
12574,"D",38.39133,-.2267533
12575,"D",40.82308,-.135504
12576,"D",40.44213,-.1215365
12577,"D",37.27126,-.2278277
12578,"D",39.65513,-.2650611
12579,"D",33.71666,-.2722262
12580,"D",40.55374,-.1981786
12581,"D",39.46646,-.1397695
12582,"D",42.81907,-.0732386
12583,"D",39.08553,-.1796681
12584,"D",43.12739,-.142685
12585,"D",42.29741,-.1975858
12586,"D",42.56936,-.1389008
12587,"D",41.48914,-.1638398
12588,"D",38.73888,-.1653524
12589,"D",41.45848,-.1779596
12590,"D",41.67281,-.2095864
12591,"D",36.72316,-.3724973
12592,"D",41.81107,-.0945753
12593,"D",38.20805,-.2120485
12594,"D",40.64386,-.2518541
12595,"D",39.30833,-.1966782
12596,"D",42.33913,-.1993977
12597,"D",38.91434,-.2359917
12598,"D",37.16157,-.1987594
12599,"D",39.36218,-.2264565
12600,"D",42.82922,-.12551
12601,"D",41.77308,-.1801375
12602,"D",43.3371,-.224012
12603,"D",39.00137,-.1957922
12604,"D",37.04538,-.2754903
12605,"D",36.81666,-.2317141
12606,"D",40.80175,-.1905537
12607,"D",39.23178,-.2542887
12608,"D",43.49502,-.2312963
12609,"D",39.95842,-.1889371
12610,"D",41.09591,-.1886179
12611,"D",41.60574,-.1833094
12612,"D",37.54884,-.2157685
12613,"D",35.12524,-.207262
12614,"D",43.73356,-.0590264
12615,"D",39.92266,-.1645126
12616,"D",40.17575,-.1836692
12617,"D",38.3014,-.2348831
12618,"D",43.08995,-.1499141
12619,"D",41.53175,-.2395828
12620,"D",39.11824,-.218259
12621,"D",43.20445,-.1302813
12622,"D",41.0287,-.1641101
12623,"D",41.27835,-.1980078
12624,"D",39.8773,-.273341
12625,"D",39.85352,-.2114195
12626,"D",38.15334,-.2347385
12627,"D",37.82438,-.2117059
12628,"D",40.31013,-.1434301
12629,"D",36.46981,-.2228604
12630,"D",34.38253,-.2832783
12631,"D",41.87957,-.2101395
12632,"D",39.49963,-.2313232
12633,"D",39.05456,-.2878483
12634,"D",39.97182,-.2088196
12635,"D",39.86662,-.2837681
12636,"D",43.1113,-.13915
12637,"D",37.58324,-.2248029
12638,"D",38.27212,-.2426782
12639,"D",42.95011,-.2193603
12640,"D",35.81109,-.1865734
12641,"D",36.74857,-.1718429
12642,"D",41.92298,-.1958285
12643,"D",34.34328,-.2447634
12644,"D",40.91089,-.2247224
12645,"D",42.11592,-.2109327
12646,"D",40.88485,-.1593983
12647,"D",38.37971,-.1820293
12648,"D",38.36616,-.2650083
12649,"D",39.83003,-.195718
12650,"D",41.3624,-.2101647
12651,"D",39.74966,-.1860357
12652,"D",41.0472,-.1971675
12653,"D",40.02668,-.172246
12654,"D",40.94735,-.1941281
12655,"D",42.03685,-.1758683
12656,"D",37.62687,-.1766598
12657,"D",36.2639,-.2510015
12658,"D",40.67079,-.1902408
12659,"D",38.35405,-.2872302
12660,"D",40.08376,-.1253888
12661,"D",41.57791,-.2458567
12662,"D",39.06645,-.2901449
12663,"D",39.59044,-.2540019
12664,"D",41.47756,-.1911532
12665,"D",40.70644,-.1981634
12666,"D",39.93762,-.1202776
12667,"D",38.82386,-.140748
12668,"D",42.49403,-.1629914
12669,"D",39.77978,-.2582013
12670,"D",39.45159,-.1569147
12671,"D",43.79618,-.2062636
12672,"D",38.91522,-.2473526
12673,"D",35.94818,-.1950582
12674,"D",38.4943,-.2627394
12675,"D",38.37256,-.2518757
12676,"D",38.52719,-.2155721
12677,"D",42.11471,-.1171238
12678,"D",37.91443,-.2069387
12679,"D",41.21532,-.2298056
12680,"D",40.24628,-.1748066
12681,"D",41.97543,-.156971
12682,"D",38.35605,-.2054658
12683,"D",40.61356,-.217774
12684,"D",40.12534,-.1917014
12685,"D",43.11578,-.1564393
12686,"D",37.25105,-.2672363
12687,"D",42.30133,-.1584758
12688,"D",40.15559,-.2259911
12689,"D",38.63398,-.2119482
12690,"D",38.56075,-.2536475
12691,"D",36.01663,-.268593
12692,"D",40.19287,-.3495355
12693,"D",34.25556,-.2548381
12694,"D",41.77406,-.1656373
12695,"D",39.9078,-.1601488
12696,"D",39.23042,-.1783779
12697,"D",39.1098,-.2051601
12698,"D",39.19879,-.2164429
12699,"D",41.44027,-.2007832
12700,"D",43.25191,-.1315049
12701,"D",40.20212,-.2267332
12702,"D",38.8582,-.2154014
12703,"D",40.93692,-.1582895
12704,"D",41.00889,-.1162779
12705,"D",39.09774,-.1561669
12706,"D",39.61924,-.2345367
12707,"D",40.25939,-.1617849
12708,"D",38.09314,-.1997915
12709,"D",40.95242,-.2336138
12710,"D",39.40071,-.1964174
12711,"D",39.04282,-.2273151
12712,"D",40.92682,-.2250275
12713,"D",39.42258,-.2590747
12714,"D",43.49493,-.1456202
12715,"D",40.5718,-.2546387
12716,"D",41.93084,-.1629239
12717,"D",44.17684,-.1680053
